question_set,variant,n,route_change_rate,brier,delta_brier_vs_base,log_score,delta_log_vs_base
2025-08-17-llm,prior_sharpness_minus_0.06,1215,0.0024691358024691358,0.18150046286044144,-1.6310523321017012e-05,0.5309647374457689,-4.145621232609642e-05
2025-08-17-llm,prior_sharpness_plus_0.06,1215,0.0,0.18151677338376246,0.0,0.531006193658095,0.0
2025-08-17-llm,source_prior_minus_0.06,1215,0.0,0.18151677338376246,0.0,0.531006193658095,0.0
2025-08-17-llm,source_prior_plus_0.06,1215,0.0,0.18151677338376246,0.0,0.531006193658095,0.0
2025-08-17-llm,noisy_strength_minus_0.05,1215,0.19506172839506172,0.18409379354881075,0.002577020165048294,0.5381594576276763,0.007153263969581269
2025-08-17-llm,noisy_strength_plus_0.05,1215,0.18106995884773663,0.18109600102916243,-0.0004207723546000297,0.530109446740277,-0.0008967469178179366
2025-08-17-llm,horizon_150,1215,0.04938271604938271,0.18229552532553542,0.0007787519417729594,0.5328937711045166,0.001887577446421651
2025-08-17-llm,horizon_9999,1215,0.0,0.18151677338376246,0.0,0.531006193658095,0.0
2025-08-17-llm,search_enabled_low,1215,0.0024691358024691358,0.18150229279338154,-1.4480590380921976e-05,0.530975614951829,-3.057870626599346e-05
2025-08-31-llm,base,1213,0.0,0.17310563808683824,0.0,0.5147123272999521,0.0
2025-08-31-llm,hist_coverage_minus_0.10,1213,0.0,0.17310563808683824,0.0,0.5147123272999521,0.0
2025-08-31-llm,hist_coverage_plus_0.10,1213,0.0,0.17310563808683824,0.0,0.5147123272999521,0.0
2025-08-31-llm,market_sharpness_minus_0.05,1213,0.00247320692497939,0.1730953751056302,-1.0262981208042365e-05,0.5146916412734321,-2.068602651994489e-05
2025-08-31-llm,market_sharpness_plus_0.05,1213,0.0032976092333058533,0.1731061370161881,4.989293498625091e-07,0.5147153253217482,2.9980217961522726e-06
2025-08-31-llm,prior_sharpness_minus_0.06,1213,0.0016488046166529267,0.1729707157937781,-0.00013492229306014125,0.5143726074947582,-0.0003397198051938721
2025-08-31-llm,prior_sharpness_plus_0.06,1213,0.0,0.17310563808683824,0.0,0.5147123272999521,0.0
2025-08-31-llm,source_prior_minus_0.06,1213,0.0,0.17310563808683824,0.0,0.5147123272999521,0.0
2025-08-31-llm,source_prior_plus_0.06,1213,0.0,0.17310563808683824,0.0,0.5147123272999521,0.0
2025-08-31-llm,noisy_strength_minus_0.05,1213,0.0,0.17310563808683824,0.0,0.5147123272999521,0.0
2025-08-31-llm,noisy_strength_plus_0.05,1213,0.3882934872217642,0.17207838223822483,-0.0010272558486134065,0.5117435690648765,-0.002968758235075586
2025-08-31-llm,horizon_150,1213,0.0,0.17310563808683824,0.0,0.5147123272999521,0.0
2025-08-31-llm,horizon_9999,1213,0.0,0.17310563808683824,0.0,0.5147123272999521,0.0
2025-08-31-llm,search_enabled_low,1213,0.0016488046166529267,0.17323694758875663,0.00013130950191839186,0.5149919341762266,0.0002796068762744852
2025-10-26-llm,base,1077,0.0,0.18463985654060824,0.0,0.5393789066603447,0.0
2025-10-26-llm,hist_coverage_minus_0.10,1077,0.0,0.18463985654060824,0.0,0.5393789066603447,0.0
2025-10-26-llm,hist_coverage_plus_0.10,1077,0.0,0.18463985654060824,0.0,0.5393789066603447,0.0
